Reviews,stars,name,location 
The service is top notch and the chef is fabulous ! The restaurants atmosphere doesn't match the quality . Having a view of the kitchen is cool but the ambiance of the restaurant reminds me of a typical hotel lunch room. I would suggest adding table cloths to dress up the room. The bar is beautiful and the tea room off of lobby should be the dining room. Bottom line is the food is creative and will be back again but please add table cloths!,4,Luv2dine,Chicago
"Best way to summarize our recent dining experience is the following: excellent service (exceptional, really), impressive wine list and great cocktails, but the food left us wanting more for our money (and time). The $35 lobster risotto was sour (too much lemon juice perhaps?), too salty (to many parmigiano crisps?), too runny and the green olives should be eliminated. The suckling pig was good, but there was hardly any meet. Again, they should loose the olives (this time they were black). We did enjoy our appetizer (pita balloons) and salads (beet and kale) and dessert was nice too, but the entrees left us disappointed.",3,LuckyTangerine,Chicago
"Great menu -- has vegetarian options, which I really appreciated. The food was delicious, and the service attentive without hovering. Just right! Very enjoyable dining experience all the way around.",5,DJM1244,Atlanta
"Travelle, in the Langham Hotel, is just right. The design is great, food outstanding and service was perfect. Can't wait to go back.",5,twroths,Chicago
We were greeted in a lovely manner and the hotel in general is stunning...clean lines yet not cold. Our server seemed bit awkward and did not approach table for about 10 minutes...he did apologize however and his service was efficient. Manager stopped by and was quite efficient...not really warm...but pleasant. A second server stoppd by and was the antithesis tothese other two..warm lovely and engaging. Overall a nice brunch food was very imaginative and tasty.,4,Mark,Chicago
"I was so excited to try Travelle especially after reading it waslisted as one of the 10 hottest restaurants. I now think that must have been a marketing ploy. It was a beautiful bar and view. However our dinner was not good. The emulsified olive oil on the table didn't translate very well with the bread, we order the octopus which was chewy and the caponata...it didn't go. There was also a dessert we ordered, it was the white chocolate mess. It tasted as if it was in the refrigerator too long, and the feta cheese and sesame seed sugar did not complement it well... Not to mention the waiter was sarcastic. I will not be dining there again. I will say, the Nutella baklava was out of this world... So all was not lost on a $400 dinner.",2,Eatatniceplaces,Chicago
"Atmosphere was trying to be minimalistic chic, but just reminded me of a Holiday Inn restaurant. Food was creative in approach - but not overly outstanding in flavor. Caesar marine salad - fried smelts with bacon on a Caesar salad - should have been amazing. But the salad dressing had no garlic/lemony flavor, just bland nothingness, bacon was wilted &amp; greasy (undercooked) and smelts were over-fried. My entree, the hangar steak &amp; bagna cauda, was delicious, but the steak came out luke warm and just got cold by the third bite. Left half of it on the plate, although it tasted great while it lasted. Server was nervous and a fast talker, just not a pleasant experience at all. Staff was friendly and tried hard to please (my steak was comp'd).",3,TrishtheDish,Chicago
"The attitude of the employees may be the most positive I've seen anywhere. The decor is light-hearted contemporary. With a modern twist to Mediteranean cuisine, the chef has managed to come up with many very original dishes that are almost like comfort food. Portions were a healthy size without spilling over the edges of the plate. We shared a 3-flight cheese course, the pita balloon and red pepper dip, and then each had our own entrees and desserts. It was just the right amount of food. Delicious! Our server was very knowledgable and eager to assist. The Nutella Backlava was out of this world! We are anxious to return to Travelle. It was a delightful night out. Terrific food, without taking themselves too seriously. Can't wait to return.",5,SueF,Chicago
"The entire restaurant lives and dies on the fact that its in a hotel. The food is fair at best, mass produced, and flavorless. Wine pours are pathetic.  Would never go back, and will never recommend to a friend.",1,AParks,Chicago
Lovely find for late night as well as possible dancing. Very loungy but also can be upbeat. Great food and definitely something different,5,antonovaval,Chicago
